paper_id,venue_id,venue_name,year,year_status,title,authors,track,session,paper_type,doi,acm_url,ieee_url,openreview_url,arxiv_url,dblp_url,official_url,proceedings_url,pdf_url,source_title,source_url,source_type,source_priority,verification_status,confidence,topic_primary,topic_secondary,topic_tags,topic_cluster_id,topic_cluster_label,topic_cluster_status,topic_notes,artifact_url,code_url,dataset_url,award_refs,representative_role,representative_score,representative_reason,include_in_report,missing_fields,notes
ISPA-2018-P0316,ISPA,ISPA,2018,complete,Enhanced Self-Coding for Available Memcached,Liangfeng Cheng|Yuchong Hu|Wei Wei|Renzhi Xiao,ISPA 2018,ISPA 2018,accepted_paper,,,,,,https://dblp.org/search?q=Enhanced+Self-Coding+for+Available+Memcached,,https://www.proceedings.com/content/047/047480webtoc.pdf,https://www.proceedings.com/content/047/047480webtoc.pdf,ISPA 2018 proceedings table of contents,https://www.proceedings.com/content/047/047480webtoc.pdf,proceedings,primary,verified,medium,T10/T11,memory_storage_data_management,memory|storage|cache|data_management,ISPA-C03,"Memory, storage, cache, and data management",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=700
ISPA-2018-P0317,ISPA,ISPA,2018,complete,Evaluation of the Use of Streaming Graph Processing Algorithms for Road Congestion Detection,Zainab Abbas|Thorsteinn Thorri Sigurdsson|Ahmad Al-Shishtawy|Vladimir Vlassov,ISPA 2018,ISPA 2018,accepted_paper,,,,,,https://dblp.org/search?q=Evaluation+of+the+Use+of+Streaming+Graph+Processing+Algorithms+for+Road+Congestion+Detection,,https://www.proceedings.com/content/047/047480webtoc.pdf,https://www.proceedings.com/content/047/047480webtoc.pdf,ISPA 2018 proceedings table of contents,https://www.proceedings.com/content/047/047480webtoc.pdf,proceedings,primary,verified,medium,T08/T10,network_routing_innetwork_datacenter_comm,network|routing|datacenter|communication,ISPA-C04,"Network routing, in-network computing, and datacenter communication",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=1017
ISPA-2018-P0318,ISPA,ISPA,2018,complete,Exploring Parallelism in MiBench with Loop and Procedure Level Speculation,Deqing Bu|Yaobin Wang|Ling Li|Zhiqin Liu|Wenxin Yu|Manasah Musariri,ISPA 2018,ISPA 2018,accepted_paper,,,,,,https://dblp.org/search?q=Exploring+Parallelism+in+MiBench+with+Loop+and+Procedure+Level+Speculation,,https://www.proceedings.com/content/047/047480webtoc.pdf,https://www.proceedings.com/content/047/047480webtoc.pdf,ISPA 2018 proceedings table of contents,https://www.proceedings.com/content/047/047480webtoc.pdf,proceedings,primary,verified,medium,T07/T11,parallel_hpc_application_optimization,parallel|hpc|application_optimization,ISPA-C02,Parallel/HPC application optimization,provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=141
ISPA-2018-P0319,ISPA,ISPA,2018,complete,Fast Real-Time Scheduling for Ethernet-Based Train Control Networks,Qinghan Yu|Tian Wang|Xibin Zhao|Hai Wang|Yue Gao|Chenyang Lu|Ming Gu,ISPA 2018,ISPA 2018,accepted_paper,,,,,,https://dblp.org/search?q=Fast+Real-Time+Scheduling+for+Ethernet-Based+Train+Control+Networks,,https://www.proceedings.com/content/047/047480webtoc.pdf,https://www.proceedings.com/content/047/047480webtoc.pdf,ISPA 2018 proceedings table of contents,https://www.proceedings.com/content/047/047480webtoc.pdf,proceedings,primary,verified,medium,T04/T08/T10,edge_cloud_offloading_scheduling,edge|cloud|scheduling|resource_management,ISPA-C01,"Edge/cloud offloading, scheduling, and resource management",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=533
ISPA-2018-P0320,ISPA,ISPA,2018,complete,FATES: A Framework with Adaptive Track-Explore Strategy for Moving Targets Search by a FANET,Xianfeng Li|Jie Chen|Jianfeng Li,ISPA 2018,ISPA 2018,accepted_paper,,,,,,https://dblp.org/search?q=FATES:+A+Framework+with+Adaptive+Track-Explore+Strategy+for+Moving+Targets+Search+by+a+FANET,,https://www.proceedings.com/content/047/047480webtoc.pdf,https://www.proceedings.com/content/047/047480webtoc.pdf,ISPA 2018 proceedings table of contents,https://www.proceedings.com/content/047/047480webtoc.pdf,proceedings,primary,verified,medium,T11,misc_or_application_specific_boundary,needs_review,ISPA-C10,Miscellaneous or application-specific boundary rows,uncertain,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=856
ISPA-2018-P0321,ISPA,ISPA,2018,complete,Fault-Tolerant Edge-Pancyclicity of Möbius Cube MQ_n,Xirong Xu|Huifeng Zhang|Pir Soomro,ISPA 2018,ISPA 2018,accepted_paper,,,,,,https://dblp.org/search?q=Fault-Tolerant+Edge-Pancyclicity+of+Möbius+Cube+MQ_n,,https://www.proceedings.com/content/047/047480webtoc.pdf,https://www.proceedings.com/content/047/047480webtoc.pdf,ISPA 2018 proceedings table of contents,https://www.proceedings.com/content/047/047480webtoc.pdf,proceedings,primary,verified,medium,T04/T08/T10,edge_cloud_offloading_scheduling,edge|cloud|scheduling|resource_management,ISPA-C01,"Edge/cloud offloading, scheduling, and resource management",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=237
ISPA-2018-P0322,ISPA,ISPA,2018,complete,Fisher: An Efficient Container Load Prediction Model with Deep Neural Network in Clouds,Xuehai Tang|Qiuyang Liu|Yangchen Dong|Jizhong Han|Zhiyuan Zhang,ISPA 2018,ISPA 2018,accepted_paper,,,,,,https://dblp.org/search?q=Fisher:+An+Efficient+Container+Load+Prediction+Model+with+Deep+Neural+Network+in+Clouds,,https://www.proceedings.com/content/047/047480webtoc.pdf,https://www.proceedings.com/content/047/047480webtoc.pdf,ISPA 2018 proceedings table of contents,https://www.proceedings.com/content/047/047480webtoc.pdf,proceedings,primary,verified,medium,T04/T08/T10,edge_cloud_offloading_scheduling,edge|cloud|scheduling|resource_management,ISPA-C01,"Edge/cloud offloading, scheduling, and resource management",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=199
ISPA-2018-P0323,ISPA,ISPA,2018,complete,FLAC Decoding Using GPU Acceleration,Haolei Ye|Eric McCreath,ISPA 2018,ISPA 2018,accepted_paper,,,,,,https://dblp.org/search?q=FLAC+Decoding+Using+GPU+Acceleration,,https://www.proceedings.com/content/047/047480webtoc.pdf,https://www.proceedings.com/content/047/047480webtoc.pdf,ISPA 2018 proceedings table of contents,https://www.proceedings.com/content/047/047480webtoc.pdf,proceedings,primary,verified,medium,T02/T03/T05/T06/T07,accelerator_gpu_fpga_architecture,gpu|fpga|accelerator|architecture,ISPA-C05,"Accelerator, GPU, FPGA, and specialized architecture",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=155
ISPA-2018-P0324,ISPA,ISPA,2018,complete,"Fog Computing with the Integration of Internet of Things: Architecture, Applications and Future Directions",Heena Wadhwa|Rajni Aron,ISPA 2018,ISPA 2018,accepted_paper,,,,,,"https://dblp.org/search?q=Fog+Computing+with+the+Integration+of+Internet+of+Things:+Architecture,+Applications+and+Future+Directions",,https://www.proceedings.com/content/047/047480webtoc.pdf,https://www.proceedings.com/content/047/047480webtoc.pdf,ISPA 2018 proceedings table of contents,https://www.proceedings.com/content/047/047480webtoc.pdf,proceedings,primary,verified,medium,T11,misc_or_application_specific_boundary,needs_review,ISPA-C10,Miscellaneous or application-specific boundary rows,uncertain,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=987
ISPA-2018-P0325,ISPA,ISPA,2018,complete,Gaia Scheduler: A Kubernetes-Based Scheduler Framework,Shengbo Song|Lelai Deng|Jun Gong|Hanmei Luo,ISPA 2018,ISPA 2018,accepted_paper,,,,,,https://dblp.org/search?q=Gaia+Scheduler:+A+Kubernetes-Based+Scheduler+Framework,,https://www.proceedings.com/content/047/047480webtoc.pdf,https://www.proceedings.com/content/047/047480webtoc.pdf,ISPA 2018 proceedings table of contents,https://www.proceedings.com/content/047/047480webtoc.pdf,proceedings,primary,verified,medium,T04/T08/T10,edge_cloud_offloading_scheduling,edge|cloud|scheduling|resource_management,ISPA-C01,"Edge/cloud offloading, scheduling, and resource management",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=252
ISPA-2018-P0326,ISPA,ISPA,2018,complete,GaiaGPU: Sharing GPUs in Container Clouds,Jing Gu|Shengbo Song|Ying Li|Hanmei Luo,ISPA 2018,ISPA 2018,accepted_paper,,,,,,https://dblp.org/search?q=GaiaGPU:+Sharing+GPUs+in+Container+Clouds,,https://www.proceedings.com/content/047/047480webtoc.pdf,https://www.proceedings.com/content/047/047480webtoc.pdf,ISPA 2018 proceedings table of contents,https://www.proceedings.com/content/047/047480webtoc.pdf,proceedings,primary,verified,medium,T02/T03/T05/T06/T07,accelerator_gpu_fpga_architecture,gpu|fpga|accelerator|architecture,ISPA-C05,"Accelerator, GPU, FPGA, and specialized architecture",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=469
ISPA-2018-P0327,ISPA,ISPA,2018,complete,Heuristic Prefetching Caching Strategy to Enhance QoE in Edge Computing,Meng Sun|Haopeng Chen,ISPA 2018,ISPA 2018,accepted_paper,,,,,,https://dblp.org/search?q=Heuristic+Prefetching+Caching+Strategy+to+Enhance+QoE+in+Edge+Computing,,https://www.proceedings.com/content/047/047480webtoc.pdf,https://www.proceedings.com/content/047/047480webtoc.pdf,ISPA 2018 proceedings table of contents,https://www.proceedings.com/content/047/047480webtoc.pdf,proceedings,primary,verified,medium,T04/T08/T10,edge_cloud_offloading_scheduling,edge|cloud|scheduling|resource_management,ISPA-C01,"Edge/cloud offloading, scheduling, and resource management",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=438
ISPA-2018-P0328,ISPA,ISPA,2018,complete,Hierarchical Attention Based Recurrent Neural Network Framework for Mobile MOBA Game Recommender Systems,Qiongjie Yao|Xiaofei Liao|Hai Jin,ISPA 2018,ISPA 2018,accepted_paper,,,,,,https://dblp.org/search?q=Hierarchical+Attention+Based+Recurrent+Neural+Network+Framework+for+Mobile+MOBA+Game+Recommender+Systems,,https://www.proceedings.com/content/047/047480webtoc.pdf,https://www.proceedings.com/content/047/047480webtoc.pdf,ISPA 2018 proceedings table of contents,https://www.proceedings.com/content/047/047480webtoc.pdf,proceedings,primary,verified,medium,T08/T10,network_routing_innetwork_datacenter_comm,network|routing|datacenter|communication,ISPA-C04,"Network routing, in-network computing, and datacenter communication",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=338
ISPA-2018-P0329,ISPA,ISPA,2018,complete,High-Performance and Energy-Efficient Fault Tolerance Scheduling Algorithm Based on Improved TMR for Heterogeneous System,Shigan Yu|Zhimin Tang|Xiaochun Ye|Zhimin Zhang|Dongrui Fan|Zhiying Jiang,ISPA 2018,ISPA 2018,accepted_paper,,,,,,https://dblp.org/search?q=High-Performance+and+Energy-Efficient+Fault+Tolerance+Scheduling+Algorithm+Based+on+Improved+TMR+for+Heterogeneous+System,,https://www.proceedings.com/content/047/047480webtoc.pdf,https://www.proceedings.com/content/047/047480webtoc.pdf,ISPA 2018 proceedings table of contents,https://www.proceedings.com/content/047/047480webtoc.pdf,proceedings,primary,verified,medium,T04/T08/T10,edge_cloud_offloading_scheduling,edge|cloud|scheduling|resource_management,ISPA-C01,"Edge/cloud offloading, scheduling, and resource management",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=207
ISPA-2018-P0330,ISPA,ISPA,2018,complete,HLS-Based Performance and Resource Optimization of Cryptographic Modules,Arthur Silitonga|Florian Schade|Guanru Jiang|Juergen Becker,ISPA 2018,ISPA 2018,accepted_paper,,,,,,https://dblp.org/search?q=HLS-Based+Performance+and+Resource+Optimization+of+Cryptographic+Modules,,https://www.proceedings.com/content/047/047480webtoc.pdf,https://www.proceedings.com/content/047/047480webtoc.pdf,ISPA 2018 proceedings table of contents,https://www.proceedings.com/content/047/047480webtoc.pdf,proceedings,primary,verified,medium,T02/T03/T05/T06/T07,accelerator_gpu_fpga_architecture,gpu|fpga|accelerator|architecture,ISPA-C05,"Accelerator, GPU, FPGA, and specialized architecture",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=1009
ISPA-2018-P0331,ISPA,ISPA,2018,complete,Improving Branch Prediction Accuracy on Multi-Core Architectures for Big Data,Qi Yu|Libo Huang|Hui Guo|Cheng Qian|Sheng Ma|Zhiying Wang,ISPA 2018,ISPA 2018,accepted_paper,,,,,,https://dblp.org/search?q=Improving+Branch+Prediction+Accuracy+on+Multi-Core+Architectures+for+Big+Data,,https://www.proceedings.com/content/047/047480webtoc.pdf,https://www.proceedings.com/content/047/047480webtoc.pdf,ISPA 2018 proceedings table of contents,https://www.proceedings.com/content/047/047480webtoc.pdf,proceedings,primary,verified,medium,T02/T04/T08,ml_ai_models_for_systems_apps,ml|ai|application_model,ISPA-C08,ML/AI models for systems and applications,provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=377
ISPA-2018-P0332,ISPA,ISPA,2018,complete,"iSTEP, an Integrated Self-Tuning Engine for Predictive Maintenance in Industry 4.0",Daniele Apiletti|Claudia Barberis|Tania Cerquitelli|Alberto Macii|Enrico Macii|Massimo Poncino|Francesco Ventura,ISPA 2018,ISPA 2018,accepted_paper,,,,,,"https://dblp.org/search?q=iSTEP,+an+Integrated+Self-Tuning+Engine+for+Predictive+Maintenance+in+Industry+4.0",,https://www.proceedings.com/content/047/047480webtoc.pdf,https://www.proceedings.com/content/047/047480webtoc.pdf,ISPA 2018 proceedings table of contents,https://www.proceedings.com/content/047/047480webtoc.pdf,proceedings,primary,verified,medium,T11,misc_or_application_specific_boundary,needs_review,ISPA-C10,Miscellaneous or application-specific boundary rows,uncertain,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=924
ISPA-2018-P0333,ISPA,ISPA,2018,complete,Joint Optimization of Stateful VNF Placement and Routing Scheduling in Software-Defined Networks,Jiugen Shi|Ji Wang|Huawei Huang|Lulu Shen|Jin Zhang|Hao Xu,ISPA 2018,ISPA 2018,accepted_paper,,,,,,https://dblp.org/search?q=Joint+Optimization+of+Stateful+VNF+Placement+and+Routing+Scheduling+in+Software-Defined+Networks,,https://www.proceedings.com/content/047/047480webtoc.pdf,https://www.proceedings.com/content/047/047480webtoc.pdf,ISPA 2018 proceedings table of contents,https://www.proceedings.com/content/047/047480webtoc.pdf,proceedings,primary,verified,medium,T04/T08/T10,edge_cloud_offloading_scheduling,edge|cloud|scheduling|resource_management,ISPA-C01,"Edge/cloud offloading, scheduling, and resource management",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=9
ISPA-2018-P0334,ISPA,ISPA,2018,complete,LCRC: A Dependency-Aware Cache Management Policy for Spark,Bo Wang|Jie Tang|Rui Zhang|Wei Ding|Deyu Qi,ISPA 2018,ISPA 2018,accepted_paper,,,,,,https://dblp.org/search?q=LCRC:+A+Dependency-Aware+Cache+Management+Policy+for+Spark,,https://www.proceedings.com/content/047/047480webtoc.pdf,https://www.proceedings.com/content/047/047480webtoc.pdf,ISPA 2018 proceedings table of contents,https://www.proceedings.com/content/047/047480webtoc.pdf,proceedings,primary,verified,medium,T10/T11,memory_storage_data_management,memory|storage|cache|data_management,ISPA-C03,"Memory, storage, cache, and data management",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=956
ISPA-2018-P0335,ISPA,ISPA,2018,complete,LogoPhish: A New Two-Dimensional Code Phishing Attack Detection Method,Wenbin Yao|Yuanhao Ding|Xiaoyong Li,ISPA 2018,ISPA 2018,accepted_paper,,,,,,https://dblp.org/search?q=LogoPhish:+A+New+Two-Dimensional+Code+Phishing+Attack+Detection+Method,,https://www.proceedings.com/content/047/047480webtoc.pdf,https://www.proceedings.com/content/047/047480webtoc.pdf,ISPA 2018 proceedings table of contents,https://www.proceedings.com/content/047/047480webtoc.pdf,proceedings,primary,verified,medium,T11/T12,federated_privacy_security_blockchain,security|privacy|federated|blockchain,ISPA-C07,"Security, privacy, federated learning, and blockchain",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=231
ISPA-2018-P0336,ISPA,ISPA,2018,complete,Loop Perforation in OpenACC,Ahmad Lashgar|Ehsan Atoofian|Amirali Baniasadi,ISPA 2018,ISPA 2018,accepted_paper,,,,,,https://dblp.org/search?q=Loop+Perforation+in+OpenACC,,https://www.proceedings.com/content/047/047480webtoc.pdf,https://www.proceedings.com/content/047/047480webtoc.pdf,ISPA 2018 proceedings table of contents,https://www.proceedings.com/content/047/047480webtoc.pdf,proceedings,primary,verified,medium,T11,misc_or_application_specific_boundary,needs_review,ISPA-C10,Miscellaneous or application-specific boundary rows,uncertain,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=163
ISPA-2018-P0337,ISPA,ISPA,2018,complete,Making Userspace TCP Stacks Transparent to Applications,Xiaohui Luo|Dong Liu|Xing Wu|Xunli Fan|Fengyuan Ren,ISPA 2018,ISPA 2018,accepted_paper,,,,,,https://dblp.org/search?q=Making+Userspace+TCP+Stacks+Transparent+to+Applications,,https://www.proceedings.com/content/047/047480webtoc.pdf,https://www.proceedings.com/content/047/047480webtoc.pdf,ISPA 2018 proceedings table of contents,https://www.proceedings.com/content/047/047480webtoc.pdf,proceedings,primary,verified,medium,T11,misc_or_application_specific_boundary,needs_review,ISPA-C10,Miscellaneous or application-specific boundary rows,uncertain,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=651
ISPA-2018-P0338,ISPA,ISPA,2018,complete,MalFilter: A Lightweight Real-Time Malicious URL Filtering System in Large-Scale Networks,Guolin Tan|Peng Zhang|Qingyun Liu|Xinran Liu|Chunge Zhu|Li Guo,ISPA 2018,ISPA 2018,accepted_paper,,,,,,https://dblp.org/search?q=MalFilter:+A+Lightweight+Real-Time+Malicious+URL+Filtering+System+in+Large-Scale+Networks,,https://www.proceedings.com/content/047/047480webtoc.pdf,https://www.proceedings.com/content/047/047480webtoc.pdf,ISPA 2018 proceedings table of contents,https://www.proceedings.com/content/047/047480webtoc.pdf,proceedings,primary,verified,medium,T08/T10,network_routing_innetwork_datacenter_comm,network|routing|datacenter|communication,ISPA-C04,"Network routing, in-network computing, and datacenter communication",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=565
ISPA-2018-P0339,ISPA,ISPA,2018,complete,Managing Heterogeneous Substrate Resources by Mapping and Visualization Based on Software-Defined Network,Amir Javadpour|Guojun Wang|Xiaofei Xing,ISPA 2018,ISPA 2018,accepted_paper,,,,,,https://dblp.org/search?q=Managing+Heterogeneous+Substrate+Resources+by+Mapping+and+Visualization+Based+on+Software-Defined+Network,,https://www.proceedings.com/content/047/047480webtoc.pdf,https://www.proceedings.com/content/047/047480webtoc.pdf,ISPA 2018 proceedings table of contents,https://www.proceedings.com/content/047/047480webtoc.pdf,proceedings,primary,verified,medium,T08/T10,network_routing_innetwork_datacenter_comm,network|routing|datacenter|communication,ISPA-C04,"Network routing, in-network computing, and datacenter communication",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=316
ISPA-2018-P0340,ISPA,ISPA,2018,complete,Maximizing Influence Propagation in Networks by User-Relational Iterative Ranking Algorithm,Wenbin Yao|Lijuan Zhang|Xiaoyong Li,ISPA 2018,ISPA 2018,accepted_paper,,,,,,https://dblp.org/search?q=Maximizing+Influence+Propagation+in+Networks+by+User-Relational+Iterative+Ranking+Algorithm,,https://www.proceedings.com/content/047/047480webtoc.pdf,https://www.proceedings.com/content/047/047480webtoc.pdf,ISPA 2018 proceedings table of contents,https://www.proceedings.com/content/047/047480webtoc.pdf,proceedings,primary,verified,medium,T08/T10,network_routing_innetwork_datacenter_comm,network|routing|datacenter|communication,ISPA-C04,"Network routing, in-network computing, and datacenter communication",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=517
ISPA-2018-P0341,ISPA,ISPA,2018,complete,Memory Cache Attacks on Alluxio Impede High Performance Computing,Yizhe Yang|Qingni Shen|Wu Xin|Wenjun Qian|Yahui Yang|Zhonghai Wu,ISPA 2018,ISPA 2018,accepted_paper,,,,,,https://dblp.org/search?q=Memory+Cache+Attacks+on+Alluxio+Impede+High+Performance+Computing,,https://www.proceedings.com/content/047/047480webtoc.pdf,https://www.proceedings.com/content/047/047480webtoc.pdf,ISPA 2018 proceedings table of contents,https://www.proceedings.com/content/047/047480webtoc.pdf,proceedings,primary,verified,medium,T10/T11,memory_storage_data_management,memory|storage|cache|data_management,ISPA-C03,"Memory, storage, cache, and data management",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=407
ISPA-2018-P0342,ISPA,ISPA,2018,complete,Multi-Authority Ciphertext Policy Attribute-Based Encryption Scheme on Ideal Lattices,Zechao Liu|Zoe L. Jiang|Xuan Wang|Yulin Wu|S.M. Yiu,ISPA 2018,ISPA 2018,accepted_paper,,,,,,https://dblp.org/search?q=Multi-Authority+Ciphertext+Policy+Attribute-Based+Encryption+Scheme+on+Ideal+Lattices,,https://www.proceedings.com/content/047/047480webtoc.pdf,https://www.proceedings.com/content/047/047480webtoc.pdf,ISPA 2018 proceedings table of contents,https://www.proceedings.com/content/047/047480webtoc.pdf,proceedings,primary,verified,medium,T11,misc_or_application_specific_boundary,needs_review,ISPA-C10,Miscellaneous or application-specific boundary rows,uncertain,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=1003
ISPA-2018-P0343,ISPA,ISPA,2018,complete,MWPoW - Multi-Winner Proof of Work Consensus Protocol: An Immediate Block-Confirm Solution and an Incentive for Common Devices to Join Blockchain,Yibin Xu|Yangyu Huang,ISPA 2018,ISPA 2018,accepted_paper,,,,,,https://dblp.org/search?q=MWPoW+-+Multi-Winner+Proof+of+Work+Consensus+Protocol:+An+Immediate+Block-Confirm+Solution+and+an+Incentive+for+Common+Devices+to+Join+Blockchain,,https://www.proceedings.com/content/047/047480webtoc.pdf,https://www.proceedings.com/content/047/047480webtoc.pdf,ISPA 2018 proceedings table of contents,https://www.proceedings.com/content/047/047480webtoc.pdf,proceedings,primary,verified,medium,T11/T12,federated_privacy_security_blockchain,security|privacy|federated|blockchain,ISPA-C07,"Security, privacy, federated learning, and blockchain",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=964
ISPA-2018-P0344,ISPA,ISPA,2018,complete,Neighboring and Non-Neighboring Features for Pedestrian Detection,Youze Zhu|Yanqin Yang|Wenchao Xu,ISPA 2018,ISPA 2018,accepted_paper,,,,,,https://dblp.org/search?q=Neighboring+and+Non-Neighboring+Features+for+Pedestrian+Detection,,https://www.proceedings.com/content/047/047480webtoc.pdf,https://www.proceedings.com/content/047/047480webtoc.pdf,ISPA 2018 proceedings table of contents,https://www.proceedings.com/content/047/047480webtoc.pdf,proceedings,primary,verified,medium,T11,misc_or_application_specific_boundary,needs_review,ISPA-C10,Miscellaneous or application-specific boundary rows,uncertain,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=193
ISPA-2018-P0345,ISPA,ISPA,2018,complete,Network Optimizations on Prediction Server with Multiple Predictors,Kaho Okuyama|Yuta Tokusashi|Takuma Iwata|Mineto Tsukada|Kazumasa Kishiki|Hiroki Matsutani,ISPA 2018,ISPA 2018,accepted_paper,,,,,,https://dblp.org/search?q=Network+Optimizations+on+Prediction+Server+with+Multiple+Predictors,,https://www.proceedings.com/content/047/047480webtoc.pdf,https://www.proceedings.com/content/047/047480webtoc.pdf,ISPA 2018 proceedings table of contents,https://www.proceedings.com/content/047/047480webtoc.pdf,proceedings,primary,verified,medium,T08/T10,network_routing_innetwork_datacenter_comm,network|routing|datacenter|communication,ISPA-C04,"Network routing, in-network computing, and datacenter communication",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=1044
ISPA-2018-P0346,ISPA,ISPA,2018,complete,"On Extending a Fixed Size, Persistent and Lock-Free Hash Map Design to Store Sorted Keys",Miguel Areias|Ricardo Rocha,ISPA 2018,ISPA 2018,accepted_paper,,,,,,"https://dblp.org/search?q=On+Extending+a+Fixed+Size,+Persistent+and+Lock-Free+Hash+Map+Design+to+Store+Sorted+Keys",,https://www.proceedings.com/content/047/047480webtoc.pdf,https://www.proceedings.com/content/047/047480webtoc.pdf,ISPA 2018 proceedings table of contents,https://www.proceedings.com/content/047/047480webtoc.pdf,proceedings,primary,verified,medium,T10/T11,memory_storage_data_management,memory|storage|cache|data_management,ISPA-C03,"Memory, storage, cache, and data management",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=415
ISPA-2018-P0347,ISPA,ISPA,2018,complete,On Real-Time Monitoring on Data Stream for Traffic Flow Anomalies,Xinzhou Dong|Beihong Jin|Bo Tang|Hongyin Tang,ISPA 2018,ISPA 2018,accepted_paper,,,,,,https://dblp.org/search?q=On+Real-Time+Monitoring+on+Data+Stream+for+Traffic+Flow+Anomalies,,https://www.proceedings.com/content/047/047480webtoc.pdf,https://www.proceedings.com/content/047/047480webtoc.pdf,ISPA 2018 proceedings table of contents,https://www.proceedings.com/content/047/047480webtoc.pdf,proceedings,primary,verified,medium,T08/T10,network_routing_innetwork_datacenter_comm,network|routing|datacenter|communication,ISPA-C04,"Network routing, in-network computing, and datacenter communication",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi|abstract,TOC parsed row; page=322
