paper_id,venue_id,venue_name,year,year_status,title,authors,track,session,paper_type,doi,acm_url,ieee_url,openreview_url,arxiv_url,dblp_url,official_url,proceedings_url,pdf_url,source_title,source_url,source_type,source_priority,verification_status,confidence,topic_primary,topic_secondary,topic_tags,topic_cluster_id,topic_cluster_label,topic_cluster_status,topic_notes,artifact_url,code_url,dataset_url,award_refs,representative_role,representative_score,representative_reason,include_in_report,missing_fields,notes
PACT-2017-P0018,PACT,PACT,2017,complete,Leeway: Addressing Variability in Dead-Block Prediction for Last-Level Caches,Priyank Faldu|Boris Grot,Conference Papers,,accepted_paper,10.1109/PACT.2017.32,,https://doi.org/10.1109/PACT.2017.32,,,https://dblp.org/rec/conf/IEEEpact/FalduG17,,https://dblp.org/db/conf/IEEEpact/pact2017.html,,DBLP PACT 2017 proceedings metadata,https://doi.org/10.1109/PACT.2017.32,paper,primary,verified,high,T08/T10/T11,gpu_memory_runtime_microarchitecture,gpu|runtime|cache|address_translation|warp|kernel,PACT-C02,"GPU memory, runtime, and microarchitecture",provisional,Cluster seed from gpt-5.5 xhigh clustering agent; title/session-level assignment.,,,,,none,,,maybe,abstract|keywords|session,DBLP XML row. DOI backfilled from existing DOI resolver source_url on 2026-06-27.
PACT-2017-P0019,PACT,PACT,2017,complete,Lightweight Provenance Service for High-Performance Computing,Dong Dai 0001|Yong Chen 0001|Philip H. Carns|John Jenkins|Robert B. Ross,Conference Papers,,accepted_paper,10.1109/PACT.2017.14,,https://doi.org/10.1109/PACT.2017.14,,,https://dblp.org/rec/conf/IEEEpact/DaiCCJR17,,https://dblp.org/db/conf/IEEEpact/pact2017.html,,DBLP PACT 2017 proceedings metadata,https://doi.org/10.1109/PACT.2017.14,paper,primary,verified,high,T11,general_needs_review,needs_review,PACT-C99,General PACT needs-review rows,uncertain,Fallback title-level bucket; not a stable topic.,,,,,none,,,maybe,abstract|keywords|session,DBLP XML row. DOI backfilled from existing DOI resolver source_url on 2026-06-27.
PACT-2017-P0020,PACT,PACT,2017,complete,MultiGraph: Efficient Graph Processing on GPUs,Changwan Hong|Aravind Sukumaran-Rajam|Jinsung Kim|P. Sadayappan,Conference Papers,,accepted_paper,10.1109/PACT.2017.48,,https://doi.org/10.1109/PACT.2017.48,,,https://dblp.org/rec/conf/IEEEpact/HongSKS17,,https://dblp.org/db/conf/IEEEpact/pact2017.html,,DBLP PACT 2017 proceedings metadata,https://doi.org/10.1109/PACT.2017.48,paper,primary,verified,high,T09/T05/T08,graph_sparse_irregular_gpu,graph|sparse|irregular|gpu|olap|spmm,PACT-C03,"Graph, sparse, irregular, and OLAP on parallel hardware",provisional,Cluster seed from gpt-5.5 xhigh clustering agent; title/session-level assignment.,,,,,none,,,maybe,abstract|keywords|session,DBLP XML row. DOI backfilled from existing DOI resolver source_url on 2026-06-27.
PACT-2017-P0021,PACT,PACT,2017,complete,Multilayer Compute Resource Management with Robust Control Theory,Raghavendra Pradyumna Pothukuchi|Sweta Yamini Pothukuchi|Petros G. Voulgaris|Josep Torrellas,Conference Papers,,accepted_paper,10.1109/PACT.2017.54,,https://doi.org/10.1109/PACT.2017.54,,,https://dblp.org/rec/conf/IEEEpact/PothukuchiPVT17,,https://dblp.org/db/conf/IEEEpact/pact2017.html,,DBLP PACT 2017 proceedings metadata,https://doi.org/10.1109/PACT.2017.54,paper,primary,verified,high,T11,general_needs_review,needs_review,PACT-C99,General PACT needs-review rows,uncertain,Fallback title-level bucket; not a stable topic.,,,,,none,,,maybe,abstract|keywords|session,DBLP XML row. DOI backfilled from existing DOI resolver source_url on 2026-06-27.
PACT-2017-P0022,PACT,PACT,2017,complete,Near-Memory Address Translation,Javier Picorel|Djordje Jevdjic|Babak Falsafi,Conference Papers,,accepted_paper,10.1109/PACT.2017.56,,https://doi.org/10.1109/PACT.2017.56,,,https://dblp.org/rec/conf/IEEEpact/PicorelJF17,,https://dblp.org/db/conf/IEEEpact/pact2017.html,,DBLP PACT 2017 proceedings metadata,https://doi.org/10.1109/PACT.2017.56,paper,primary,verified,high,T10/T01/T11,memory_pim_cxl_persistence,memory|pim|near_memory|cxl|nvm|kv_cache|data_movement,PACT-C05,"Memory, PIM, CXL, persistence, and data movement",provisional,Cluster seed from gpt-5.5 xhigh clustering agent; title/session-level assignment.,,,,,none,,,maybe,abstract|keywords|session,DBLP XML row. DOI backfilled from existing DOI resolver source_url on 2026-06-27.
PACT-2017-P0023,PACT,PACT,2017,complete,Nexus: A New Approach to Replication in Distributed Shared Caches,Po-An Tsai|Nathan Beckmann|Daniel Sánchez 0003,Conference Papers,,accepted_paper,10.1109/PACT.2017.42,,https://doi.org/10.1109/PACT.2017.42,,,https://dblp.org/rec/conf/IEEEpact/TsaiB017,,https://dblp.org/db/conf/IEEEpact/pact2017.html,,DBLP PACT 2017 proceedings metadata,https://doi.org/10.1109/PACT.2017.42,paper,primary,verified,high,T08/T10/T11,gpu_memory_runtime_microarchitecture,gpu|runtime|cache|address_translation|warp|kernel,PACT-C02,"GPU memory, runtime, and microarchitecture",provisional,Cluster seed from gpt-5.5 xhigh clustering agent; title/session-level assignment.,,,,,none,,,maybe,abstract|keywords|session,DBLP XML row. DOI backfilled from existing DOI resolver source_url on 2026-06-27.
PACT-2017-P0024,PACT,PACT,2017,complete,Performance Improvement via Always-Abort HTM,Joseph Izraelevitz|Lingxiang Xiang|Michael L. Scott,Conference Papers,,accepted_paper,10.1109/PACT.2017.16,,https://doi.org/10.1109/PACT.2017.16,,,https://dblp.org/rec/conf/IEEEpact/IzraelevitzXS17,,https://dblp.org/db/conf/IEEEpact/pact2017.html,,DBLP PACT 2017 proceedings metadata,https://doi.org/10.1109/PACT.2017.16,paper,primary,verified,high,T11,general_needs_review,needs_review,PACT-C99,General PACT needs-review rows,uncertain,Fallback title-level bucket; not a stable topic.,,,,,none,,,maybe,abstract|keywords|session,DBLP XML row. DOI backfilled from existing DOI resolver source_url on 2026-06-27.
PACT-2017-P0025,PACT,PACT,2017,complete,POSTER: Accelerate GPU Concurrent Kernel Execution by Mitigating Memory Pipeline Stalls,Hongwen Dai|Zhen Lin|Chao Li 0004|Chen Zhao 0009|Fei Wang 0008|Nanning Zheng 0001|Huiyang Zhou,Conference Papers,,accepted_paper,10.1109/PACT.2017.30,,https://doi.org/10.1109/PACT.2017.30,,,https://dblp.org/rec/conf/IEEEpact/DaiLLZWZZ17,,https://dblp.org/db/conf/IEEEpact/pact2017.html,,DBLP PACT 2017 proceedings metadata,https://doi.org/10.1109/PACT.2017.30,paper,primary,verified,high,T08/T10/T11,gpu_memory_runtime_microarchitecture,gpu|runtime|cache|address_translation|warp|kernel,PACT-C02,"GPU memory, runtime, and microarchitecture",provisional,Cluster seed from gpt-5.5 xhigh clustering agent; title/session-level assignment.,,,,,none,,,maybe,abstract|keywords|session,DBLP XML row. DOI backfilled from existing DOI resolver source_url on 2026-06-27.
PACT-2017-P0026,PACT,PACT,2017,complete,POSTER: Application-Driven Near-Data Processing for Similarity Search,Vincent T. Lee|Amrita Mazumdar|Carlo C. del Mundo|Armin Alaghi|Luis Ceze|Mark Oskin,Conference Papers,,accepted_paper,10.1109/PACT.2017.25,,https://doi.org/10.1109/PACT.2017.25,,,https://dblp.org/rec/conf/IEEEpact/LeeMMACO17,,https://dblp.org/db/conf/IEEEpact/pact2017.html,,DBLP PACT 2017 proceedings metadata,https://doi.org/10.1109/PACT.2017.25,paper,primary,verified,high,T10/T01/T11,memory_pim_cxl_persistence,memory|pim|near_memory|cxl|nvm|kv_cache|data_movement,PACT-C05,"Memory, PIM, CXL, persistence, and data movement",provisional,Cluster seed from gpt-5.5 xhigh clustering agent; title/session-level assignment.,,,,,none,,,maybe,abstract|keywords|session,DBLP XML row. DOI backfilled from existing DOI resolver source_url on 2026-06-27.
PACT-2017-P0027,PACT,PACT,2017,complete,POSTER: BACM: Barrier-Aware Cache Management for Irregular Memory-Intensive GPGPU Workloads,Yuxi Liu|Xia Zhao 0004|Zhibin Yu 0001|Zhenlin Wang 0003|Xiaolin Wang 0001|Yingwei Luo|Lieven Eeckhout,Conference Papers,,accepted_paper,10.1109/PACT.2017.55,,https://doi.org/10.1109/PACT.2017.55,,,https://dblp.org/rec/conf/IEEEpact/LiuZYWWLE17,,https://dblp.org/db/conf/IEEEpact/pact2017.html,,DBLP PACT 2017 proceedings metadata,https://doi.org/10.1109/PACT.2017.55,paper,primary,verified,high,T09/T05/T08,graph_sparse_irregular_gpu,graph|sparse|irregular|gpu|olap|spmm,PACT-C03,"Graph, sparse, irregular, and OLAP on parallel hardware",provisional,Cluster seed from gpt-5.5 xhigh clustering agent; title/session-level assignment.,,,,,none,,,maybe,abstract|keywords|session,DBLP XML row. DOI backfilled from existing DOI resolver source_url on 2026-06-27.
PACT-2017-P0028,PACT,PACT,2017,complete,POSTER: BigBus: A Scalable Optical Interconnect,Eldhose Peter|Janibul Bashir|Smruti R. Sarangi,Conference Papers,,accepted_paper,10.1109/PACT.2017.18,,https://doi.org/10.1109/PACT.2017.18,,,https://dblp.org/rec/conf/IEEEpact/PeterBS17,,https://dblp.org/db/conf/IEEEpact/pact2017.html,,DBLP PACT 2017 proceedings metadata,https://doi.org/10.1109/PACT.2017.18,paper,primary,verified,high,T11,general_needs_review,needs_review,PACT-C99,General PACT needs-review rows,uncertain,Fallback title-level bucket; not a stable topic.,,,,,none,,,maybe,abstract|keywords|session,DBLP XML row. DOI backfilled from existing DOI resolver source_url on 2026-06-27.
PACT-2017-P0029,PACT,PACT,2017,complete,POSTER: Bridge the Gap Between Neural Networks and Neuromorphic Hardware,Yu Ji 0002|Youhui Zhang|Wenguang Chen|Yuan Xie 0001,Conference Papers,,accepted_paper,10.1109/PACT.2017.59,,https://doi.org/10.1109/PACT.2017.59,,,https://dblp.org/rec/conf/IEEEpact/JiZCX17,,https://dblp.org/db/conf/IEEEpact/pact2017.html,,DBLP PACT 2017 proceedings metadata,https://doi.org/10.1109/PACT.2017.59,paper,primary,verified,high,T01/T02/T05,dnn_gnn_llm_acceleration,dnn|gnn|llm|moe|inference|training|tensor,PACT-C04,"DNN, GNN, LLM, and model-serving acceleration",provisional,Cluster seed from gpt-5.5 xhigh clustering agent; title/session-level assignment.,,,,,none,,,maybe,abstract|keywords|session,DBLP XML row. DOI backfilled from existing DOI resolver source_url on 2026-06-27.
PACT-2017-P0030,PACT,PACT,2017,complete,POSTER: Bridging the Gap Between Deep Learning and Sparse Matrix Format Selection,Yue Zhao 0011|Jiajia Li 0001|Chunhua Liao|Xipeng Shen,Conference Papers,,accepted_paper,10.1109/PACT.2017.33,,https://doi.org/10.1109/PACT.2017.33,,,https://dblp.org/rec/conf/IEEEpact/ZhaoLLS17,,https://dblp.org/db/conf/IEEEpact/pact2017.html,,DBLP PACT 2017 proceedings metadata,https://doi.org/10.1109/PACT.2017.33,paper,primary,verified,high,T09/T05/T08,graph_sparse_irregular_gpu,graph|sparse|irregular|gpu|olap|spmm,PACT-C03,"Graph, sparse, irregular, and OLAP on parallel hardware",provisional,Cluster seed from gpt-5.5 xhigh clustering agent; title/session-level assignment.,,,,,none,,,maybe,abstract|keywords|session,DBLP XML row. DOI backfilled from existing DOI resolver source_url on 2026-06-27.
PACT-2017-P0031,PACT,PACT,2017,complete,POSTER: Cutting the Fat: Speeding Up RBM for Fast Deep Learning Through Generalized Redundancy Elimination,Lin Ning 0001|Randall Pittman|Xipeng Shen,Conference Papers,,accepted_paper,10.1109/PACT.2017.36,,https://doi.org/10.1109/PACT.2017.36,,,https://dblp.org/rec/conf/IEEEpact/NingPS17,,https://dblp.org/db/conf/IEEEpact/pact2017.html,,DBLP PACT 2017 proceedings metadata,https://doi.org/10.1109/PACT.2017.36,paper,primary,verified,high,T11,general_needs_review,needs_review,PACT-C99,General PACT needs-review rows,uncertain,Fallback title-level bucket; not a stable topic.,,,,,none,,,maybe,abstract|keywords|session,DBLP XML row. DOI backfilled from existing DOI resolver source_url on 2026-06-27.
PACT-2017-P0032,PACT,PACT,2017,complete,POSTER: DaQueue: A Data-Aware Work-Queue Design for GPGPUs,Ya-Shuai Lü|Libo Huang 0002|Li Shen 0007,Conference Papers,,accepted_paper,10.1109/PACT.2017.22,,https://doi.org/10.1109/PACT.2017.22,,,https://dblp.org/rec/conf/IEEEpact/LuHS17,,https://dblp.org/db/conf/IEEEpact/pact2017.html,,DBLP PACT 2017 proceedings metadata,https://doi.org/10.1109/PACT.2017.22,paper,primary,verified,high,T08/T10/T11,gpu_memory_runtime_microarchitecture,gpu|runtime|cache|address_translation|warp|kernel,PACT-C02,"GPU memory, runtime, and microarchitecture",provisional,Cluster seed from gpt-5.5 xhigh clustering agent; title/session-level assignment.,,,,,none,,,maybe,abstract|keywords|session,DBLP XML row. DOI backfilled from existing DOI resolver source_url on 2026-06-27.
PACT-2017-P0033,PACT,PACT,2017,complete,POSTER: Design Space Exploration for Performance Optimization of Deep Neural Networks on Shared Memory Accelerators,Swagath Venkataramani|Jungwook Choi|Vijayalakshmi Srinivasan|Kailash Gopalakrishnan|Leland Chang,Conference Papers,,accepted_paper,10.1109/PACT.2017.39,,https://doi.org/10.1109/PACT.2017.39,,,https://dblp.org/rec/conf/IEEEpact/VenkataramaniCS17,,https://dblp.org/db/conf/IEEEpact/pact2017.html,,DBLP PACT 2017 proceedings metadata,https://doi.org/10.1109/PACT.2017.39,paper,primary,verified,high,T01/T02/T05,dnn_gnn_llm_acceleration,dnn|gnn|llm|moe|inference|training|tensor,PACT-C04,"DNN, GNN, LLM, and model-serving acceleration",provisional,Cluster seed from gpt-5.5 xhigh clustering agent; title/session-level assignment.,,,,,none,,,maybe,abstract|keywords|session,DBLP XML row. DOI backfilled from existing DOI resolver source_url on 2026-06-27.
PACT-2017-P0034,PACT,PACT,2017,complete,POSTER: Elastic Reconfiguration for Heterogeneous NoCs with BiNoCHS,Amirhossein Mirhosseini|Mohammad Sadrosadati|Behnaz Soltani|Hamid Sarbazi-Azad|Thomas F. Wenisch,Conference Papers,,accepted_paper,10.1109/PACT.2017.46,,https://doi.org/10.1109/PACT.2017.46,,,https://dblp.org/rec/conf/IEEEpact/MirhosseiniSSSW17,,https://dblp.org/db/conf/IEEEpact/pact2017.html,,DBLP PACT 2017 proceedings metadata,https://doi.org/10.1109/PACT.2017.46,paper,primary,verified,high,T06/T07/T12,spatial_fpga_heterogeneous_accelerators,fpga|spatial|heterogeneous|accelerator|hls|source_to_source,PACT-C06,"Spatial, FPGA, and heterogeneous accelerators",provisional,Cluster seed from gpt-5.5 xhigh clustering agent; title/session-level assignment.,,,,,none,,,maybe,abstract|keywords|session,DBLP XML row. DOI backfilled from existing DOI resolver source_url on 2026-06-27.
PACT-2017-P0035,PACT,PACT,2017,complete,POSTER: Exploiting Approximations for Energy/Quality Tradeoffs in Service-Based Applications,Liu Liu 0015|Sibren Isaacman|Abhishek Bhattacharjee|Ulrich Kremer,Conference Papers,,accepted_paper,10.1109/PACT.2017.57,,https://doi.org/10.1109/PACT.2017.57,,,https://dblp.org/rec/conf/IEEEpact/LiuIBK17,,https://dblp.org/db/conf/IEEEpact/pact2017.html,,DBLP PACT 2017 proceedings metadata,https://doi.org/10.1109/PACT.2017.57,paper,primary,verified,high,T11,general_needs_review,needs_review,PACT-C99,General PACT needs-review rows,uncertain,Fallback title-level bucket; not a stable topic.,,,,,none,,,maybe,abstract|keywords|session,DBLP XML row. DOI backfilled from existing DOI resolver source_url on 2026-06-27.
PACT-2017-P0036,PACT,PACT,2017,complete,POSTER: Improving Datacenter Efficiency Through Partitioning-Aware Scheduling,Harshad Kasture|Xu Ji|Nosayba El-Sayed|Nathan Beckmann|Xiaosong Ma|Daniel Sánchez 0003,Conference Papers,,accepted_paper,10.1109/PACT.2017.43,,https://doi.org/10.1109/PACT.2017.43,,,https://dblp.org/rec/conf/IEEEpact/KastureJEBM017,,https://dblp.org/db/conf/IEEEpact/pact2017.html,,DBLP PACT 2017 proceedings metadata,https://doi.org/10.1109/PACT.2017.43,paper,primary,verified,high,T11,general_needs_review,needs_review,PACT-C99,General PACT needs-review rows,uncertain,Fallback title-level bucket; not a stable topic.,,,,,none,,,maybe,abstract|keywords|session,DBLP XML row. DOI backfilled from existing DOI resolver source_url on 2026-06-27.
PACT-2017-P0037,PACT,PACT,2017,complete,POSTER: Improving NUMA System Efficiency with a Utilization-Based Co-scheduling,Younghyun Cho|Camilo A. Celis Guzman|Bernhard Egger 0002,Conference Papers,,accepted_paper,10.1109/PACT.2017.27,,https://doi.org/10.1109/PACT.2017.27,,,https://dblp.org/rec/conf/IEEEpact/ChoGE17,,https://dblp.org/db/conf/IEEEpact/pact2017.html,,DBLP PACT 2017 proceedings metadata,https://doi.org/10.1109/PACT.2017.27,paper,primary,verified,high,T11,general_needs_review,needs_review,PACT-C99,General PACT needs-review rows,uncertain,Fallback title-level bucket; not a stable topic.,,,,,none,,,maybe,abstract|keywords|session,DBLP XML row. DOI backfilled from existing DOI resolver source_url on 2026-06-27.
PACT-2017-P0038,PACT,PACT,2017,complete,POSTER: Location-Aware Computation Mapping for Manycore Processors,Orhan Kislal|Jagadish Kotra|Xulong Tang|Mahmut Taylan Kandemir|Myoungsoo Jung,Conference Papers,,accepted_paper,10.1109/PACT.2017.20,,https://doi.org/10.1109/PACT.2017.20,,,https://dblp.org/rec/conf/IEEEpact/KislalKTKJ17,,https://dblp.org/db/conf/IEEEpact/pact2017.html,,DBLP PACT 2017 proceedings metadata,https://doi.org/10.1109/PACT.2017.20,paper,primary,verified,high,T11,general_needs_review,needs_review,PACT-C99,General PACT needs-review rows,uncertain,Fallback title-level bucket; not a stable topic.,,,,,none,,,maybe,abstract|keywords|session,DBLP XML row. DOI backfilled from existing DOI resolver source_url on 2026-06-27.
PACT-2017-P0039,PACT,PACT,2017,complete,POSTER: NUMA-Aware Power Management for Chip Multiprocessors,Changmin Ahn|Camilo A. Celis Guzman|Bernhard Egger 0002,Conference Papers,,accepted_paper,10.1109/PACT.2017.31,,https://doi.org/10.1109/PACT.2017.31,,,https://dblp.org/rec/conf/IEEEpact/AhnGE17,,https://dblp.org/db/conf/IEEEpact/pact2017.html,,DBLP PACT 2017 proceedings metadata,https://doi.org/10.1109/PACT.2017.31,paper,primary,verified,high,T11,general_needs_review,needs_review,PACT-C99,General PACT needs-review rows,uncertain,Fallback title-level bucket; not a stable topic.,,,,,none,,,maybe,abstract|keywords|session,DBLP XML row. DOI backfilled from existing DOI resolver source_url on 2026-06-27.
PACT-2017-P0040,PACT,PACT,2017,complete,POSTER: Putting the G back into GPU/CPU Systems Research,Andreas Sembrant|Trevor E. Carlson|Erik Hagersten|David Black-Schaffer,Conference Papers,,accepted_paper,10.1109/PACT.2017.60,,https://doi.org/10.1109/PACT.2017.60,,,https://dblp.org/rec/conf/IEEEpact/SembrantCHB17,,https://dblp.org/db/conf/IEEEpact/pact2017.html,,DBLP PACT 2017 proceedings metadata,https://doi.org/10.1109/PACT.2017.60,paper,primary,verified,high,T08/T10/T11,gpu_memory_runtime_microarchitecture,gpu|runtime|cache|address_translation|warp|kernel,PACT-C02,"GPU memory, runtime, and microarchitecture",provisional,Cluster seed from gpt-5.5 xhigh clustering agent; title/session-level assignment.,,,,,none,,,maybe,abstract|keywords|session,DBLP XML row. DOI backfilled from existing DOI resolver source_url on 2026-06-27.
PACT-2017-P0041,PACT,PACT,2017,complete,POSTER: Statement Reordering to Alleviate Register Pressure for Stencils on GPUs,Prashant Singh Rawat|Aravind Sukumaran-Rajam|Atanas Rountev|Fabrice Rastello|Louis-Noël Pouchet|P. Sadayappan,Conference Papers,,accepted_paper,10.1109/PACT.2017.40,,https://doi.org/10.1109/PACT.2017.40,,,https://dblp.org/rec/conf/IEEEpact/RawatSRRPS17,,https://dblp.org/db/conf/IEEEpact/pact2017.html,,DBLP PACT 2017 proceedings metadata,https://doi.org/10.1109/PACT.2017.40,paper,primary,verified,high,T08/T10/T11,gpu_memory_runtime_microarchitecture,gpu|runtime|cache|address_translation|warp|kernel,PACT-C02,"GPU memory, runtime, and microarchitecture",provisional,Cluster seed from gpt-5.5 xhigh clustering agent; title/session-level assignment.,,,,,none,,,maybe,abstract|keywords|session,DBLP XML row. DOI backfilled from existing DOI resolver source_url on 2026-06-27.
PACT-2017-P0042,PACT,PACT,2017,complete,POSTER: The Liberation Day of Nondeterministic Programs,Enrico Armenio Deiana|Vincent St-Amour|Peter A. Dinda|Nikos Hardavellas|Simone Campanoni,Conference Papers,,accepted_paper,10.1109/PACT.2017.26,,https://doi.org/10.1109/PACT.2017.26,,,https://dblp.org/rec/conf/IEEEpact/DeianaSDHC17,,https://dblp.org/db/conf/IEEEpact/pact2017.html,,DBLP PACT 2017 proceedings metadata,https://doi.org/10.1109/PACT.2017.26,paper,primary,verified,high,T11,general_needs_review,needs_review,PACT-C99,General PACT needs-review rows,uncertain,Fallback title-level bucket; not a stable topic.,,,,,none,,,maybe,abstract|keywords|session,DBLP XML row. DOI backfilled from existing DOI resolver source_url on 2026-06-27.
PACT-2017-P0043,PACT,PACT,2017,complete,Proxy Benchmarks for Emerging Big-Data Workloads,Reena Panda|Lizy Kurian John,Conference Papers,,accepted_paper,10.1109/PACT.2017.44,,https://doi.org/10.1109/PACT.2017.44,,,https://dblp.org/rec/conf/IEEEpact/PandaJ17,,https://dblp.org/db/conf/IEEEpact/pact2017.html,,DBLP PACT 2017 proceedings metadata,https://doi.org/10.1109/PACT.2017.44,paper,primary,verified,high,T11,profiling_benchmark_modeling,profiling|benchmark|modeling|simulation|sample_selection,PACT-C09,"Profiling, benchmarking, modeling, and simulation",provisional,Cluster seed from gpt-5.5 xhigh clustering agent; title/session-level assignment.,,,,,none,,,maybe,abstract|keywords|session,DBLP XML row. DOI backfilled from existing DOI resolver source_url on 2026-06-27.
PACT-2017-P0044,PACT,PACT,2017,complete,RCU-HTM: Combining RCU with HTM to Implement Highly Efficient Concurrent Binary Search Trees,Dimitrios Siakavaras|Konstantinos Nikas|Georgios I. Goumas|Nectarios Koziris,Conference Papers,,accepted_paper,10.1109/PACT.2017.17,,https://doi.org/10.1109/PACT.2017.17,,,https://dblp.org/rec/conf/IEEEpact/SiakavarasNGK17,,https://dblp.org/db/conf/IEEEpact/pact2017.html,,DBLP PACT 2017 proceedings metadata,https://doi.org/10.1109/PACT.2017.17,paper,primary,verified,high,T11,general_needs_review,needs_review,PACT-C99,General PACT needs-review rows,uncertain,Fallback title-level bucket; not a stable topic.,,,,,none,,,maybe,abstract|keywords|session,DBLP XML row. DOI backfilled from existing DOI resolver source_url on 2026-06-27.
PACT-2017-P0045,PACT,PACT,2017,complete,Redesigning Go's Built-In Map to Support Concurrent Operations,Louis Jenkins|Tingzhe Zhou|Michael F. Spear,Conference Papers,,accepted_paper,10.1109/PACT.2017.45,,https://doi.org/10.1109/PACT.2017.45,,,https://dblp.org/rec/conf/IEEEpact/JenkinsZS17,,https://dblp.org/db/conf/IEEEpact/pact2017.html,,DBLP PACT 2017 proceedings metadata,https://doi.org/10.1109/PACT.2017.45,paper,primary,verified,high,T11,general_needs_review,needs_review,PACT-C99,General PACT needs-review rows,uncertain,Fallback title-level bucket; not a stable topic.,,,,,none,,,maybe,abstract|keywords|session,DBLP XML row. DOI backfilled from existing DOI resolver source_url on 2026-06-27.
PACT-2017-P0046,PACT,PACT,2017,complete,SAM: Optimizing Multithreaded Cores for Speculative Parallelism,Maleen Abeydeera|Suvinay Subramanian|Mark C. Jeffrey|Joel S. Emer|Daniel Sánchez 0003,Conference Papers,,accepted_paper,10.1109/PACT.2017.37,,https://doi.org/10.1109/PACT.2017.37,,,https://dblp.org/rec/conf/IEEEpact/AbeydeeraSJE017,,https://dblp.org/db/conf/IEEEpact/pact2017.html,,DBLP PACT 2017 proceedings metadata,https://doi.org/10.1109/PACT.2017.37,paper,primary,verified,high,T11,general_needs_review,needs_review,PACT-C99,General PACT needs-review rows,uncertain,Fallback title-level bucket; not a stable topic.,,,,,none,,,maybe,abstract|keywords|session,DBLP XML row. DOI backfilled from existing DOI resolver source_url on 2026-06-27.
PACT-2017-P0047,PACT,PACT,2017,complete,Sthira: A Formal Approach to Minimize Voltage Guardbands under Variation in Networks-on-Chip for Energy Efficiency,Raghavendra Pradyumna Pothukuchi|Amin Ansari|Bhargava Gopireddy|Josep Torrellas,Conference Papers,,accepted_paper,10.1109/PACT.2017.23,,https://doi.org/10.1109/PACT.2017.23,,,https://dblp.org/rec/conf/IEEEpact/PothukuchiAGT17,,https://dblp.org/db/conf/IEEEpact/pact2017.html,,DBLP PACT 2017 proceedings metadata,https://doi.org/10.1109/PACT.2017.23,paper,primary,verified,high,T11,general_needs_review,needs_review,PACT-C99,General PACT needs-review rows,uncertain,Fallback title-level bucket; not a stable topic.,,,,,none,,,maybe,abstract|keywords|session,DBLP XML row. DOI backfilled from existing DOI resolver source_url on 2026-06-27.
PACT-2017-P0048,PACT,PACT,2017,complete,SuperGraph-SLP Auto-Vectorization,Vasileios Porpodas,Conference Papers,,accepted_paper,10.1109/PACT.2017.21,,https://doi.org/10.1109/PACT.2017.21,,,https://dblp.org/rec/conf/IEEEpact/Porpodas17,,https://dblp.org/db/conf/IEEEpact/pact2017.html,,DBLP PACT 2017 proceedings metadata,https://doi.org/10.1109/PACT.2017.21,paper,primary,verified,high,T09/T05/T08,graph_sparse_irregular_gpu,graph|sparse|irregular|gpu|olap|spmm,PACT-C03,"Graph, sparse, irregular, and OLAP on parallel hardware",provisional,Cluster seed from gpt-5.5 xhigh clustering agent; title/session-level assignment.,,,,,none,,,maybe,abstract|keywords|session,DBLP XML row. DOI backfilled from existing DOI resolver source_url on 2026-06-27.
PACT-2017-P0049,PACT,PACT,2017,complete,Transparent Dual Memory Compression Architecture,Seikwon Kim|Seonyoung Lee|Taehoon Kim 0001|Jaehyuk Huh 0001,Conference Papers,,accepted_paper,10.1109/PACT.2017.12,,https://doi.org/10.1109/PACT.2017.12,,,https://dblp.org/rec/conf/IEEEpact/KimLKH17,,https://dblp.org/db/conf/IEEEpact/pact2017.html,,DBLP PACT 2017 proceedings metadata,https://doi.org/10.1109/PACT.2017.12,paper,primary,verified,high,T11,general_needs_review,needs_review,PACT-C99,General PACT needs-review rows,uncertain,Fallback title-level bucket; not a stable topic.,,,,,none,,,maybe,abstract|keywords|session,DBLP XML row. DOI backfilled from existing DOI resolver source_url on 2026-06-27.
PACT-2017-P0050,PACT,PACT,2017,complete,Weak Memory Models: Balancing Definitional Simplicity and Implementation Flexibility,Sizhuo Zhang|Muralidaran Vijayaraghavan|Arvind 0001,Conference Papers,,accepted_paper,10.1109/PACT.2017.29,,https://doi.org/10.1109/PACT.2017.29,,,https://dblp.org/rec/conf/IEEEpact/ZhangVA17,,https://dblp.org/db/conf/IEEEpact/pact2017.html,,DBLP PACT 2017 proceedings metadata,https://doi.org/10.1109/PACT.2017.29,paper,primary,verified,high,T11,general_needs_review,needs_review,PACT-C99,General PACT needs-review rows,uncertain,Fallback title-level bucket; not a stable topic.,,,,,none,,,maybe,abstract|keywords|session,DBLP XML row. DOI backfilled from existing DOI resolver source_url on 2026-06-27.
